Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.01     0.00     2367     0.00     0.00  tk_sleep
  0.00      0.01     0.00     2364     0.00     0.00  sign_of_int
  0.00      0.01     0.00     2364     0.00     0.00  st_peek
  0.00      0.01     0.00     2000     0.00     0.00  chunk_populate_plains
  0.00      0.01     0.00     1415     0.00     0.00  qu_dequeue
  0.00      0.01     0.00     1415     0.00     0.00  tick_entity_behaviour
  0.00      0.01     0.00     1200     0.00     0.00  chunk_populate_mountains
  0.00      0.01     0.00     1182     0.00     0.00  UI_loop
  0.00      0.01     0.00     1182     0.00     0.00  UI_update_time
  0.00      0.01     0.00     1182     0.00     0.00  draw_gamewin
  0.00      0.01     0.00     1182     0.00     0.00  draw_keyboard_state
  0.00      0.01     0.00     1182     0.00     0.00  draw_main_menu
  0.00      0.01     0.00     1182     0.00     0.00  draw_rt_clock
  0.00      0.01     0.00     1182     0.00     0.00  draw_uiwin
  0.00      0.01     0.00     1182     0.00     0.00  game_update
  0.00      0.01     0.00     1182     0.00     0.00  job_ui
  0.00      0.01     0.00     1182     0.00     0.00  player_tick
  0.00      0.01     0.00      800     0.00     0.00  chunk_populate_void
  0.00      0.01     0.00      710     0.00     0.00  game_set_dirty
  0.00      0.01     0.00      470     0.00     0.00  game_cache_set
  0.00      0.01     0.00      470     0.00     0.00  gamew_cache_set
  0.00      0.01     0.00      466     0.00     0.00  game_on_screen
  0.00      0.01     0.00      240     0.00     0.00  qu_enqueue
  0.00      0.01     0.00      240     0.00     0.00  qu_full
  0.00      0.01     0.00      233     0.00     0.00  default_find_path
  0.00      0.01     0.00      233     0.00     0.00  default_tick
  0.00      0.01     0.00      233     0.00     0.00  set_entity_facing
  0.00      0.01     0.00       74     0.00     0.00  gamew_cache_get
  0.00      0.01     0.00       54     0.00     0.00  man_dist
  0.00      0.01     0.00       13     0.00     0.00  timer_never
  0.00      0.01     0.00       10     0.00     0.00  _chunk_create
  0.00      0.01     0.00       10     0.00     0.00  chunk_arena_next
  0.00      0.01     0.00       10     0.00     0.00  chunk_determine_type
  0.00      0.01     0.00       10     0.00     0.00  chunk_get_free
  0.00      0.01     0.00       10     0.00     0.00  chunk_populate
  0.00      0.01     0.00       10     0.00     0.00  ht_insert
  0.00      0.01     0.00        9     0.00     0.00  chunk_insert
  0.00      0.01     0.00        9     0.00     0.00  chunk_nearest
  0.00      0.01     0.00        9     0.00     0.00  is_arena_full
  0.00      0.01     0.00        8     0.00     0.00  create_entity_type
  0.00      0.01     0.00        8     0.00     0.00  create_skin
  0.00      0.01     0.00        8     0.00     0.00  qu_init
  0.00      0.01     0.00        4     0.00     0.00  create_default_entity_controller
  0.00      0.01     0.00        4     0.00     0.00  entity_spawn
  0.00      0.01     0.00        4     0.00     0.00  window_insert_draw_func
  0.00      0.01     0.00        3     0.00     0.00  cb_exit
  0.00      0.01     0.00        3     0.00     0.00  create_task
  0.00      0.01     0.00        3     0.00     0.00  free_window
  0.00      0.01     0.00        3     0.00     0.00  init_window
  0.00      0.01     0.00        3     0.00     0.00  kill_all_tasks
  0.00      0.01     0.00        3     0.00     0.00  ll_empty
  0.00      0.01     0.00        3     0.00     0.00  rm_task
  0.00      0.01     0.00        3     0.00     0.00  rq_create
  0.00      0.01     0.00        3     0.00     0.00  rq_full
  0.00      0.01     0.00        3     0.00     0.00  rq_kill_all_tasks
  0.00      0.01     0.00        3     0.00     0.00  rq_poprm
  0.00      0.01     0.00        3     0.00     0.00  rqll_kill_all_tasks
  0.00      0.01     0.00        3     0.00     0.00  schedule_cb
  0.00      0.01     0.00        3     0.00     0.00  tk_kill
  0.00      0.01     0.00        3     0.00     0.00  window_mgr_add
  0.00      0.01     0.00        2     0.00     0.00  _draw_square
  0.00      0.01     0.00        2     0.00     0.00  box_win
  0.00      0.01     0.00        2     0.00     0.00  draw_square
  0.00      0.01     0.00        2     0.00     0.00  game_flush_dirty
  0.00      0.01     0.00        2     0.00     0.00  ll_init
  0.00      0.01     0.00        2     0.00     0.00  noise_init
  0.00      0.01     0.00        2     0.00     0.00  pq_free
  0.00      0.01     0.00        2     0.00     0.00  pq_init
  0.00      0.01     0.00        1     0.00     0.00  UI_exit
  0.00      0.01     0.00        1     0.00     0.00  UI_init
  0.00      0.01     0.00        1     0.00     0.00  chunk_create
  0.00      0.01     0.00        1     0.00     0.00  chunk_free_all
  0.00      0.01     0.00        1     0.00     0.00  chunk_init_arena
  0.00      0.01     0.00        1     0.00     0.00  entity_set_keyboard_controller
  0.00      0.01     0.00        1     0.00     0.00  exit_state
  0.00      0.01     0.00        1     0.00     0.00  flush_world_entity_cache
  0.00      0.01     0.00        1     0.00     0.00  game_free
  0.00      0.01     0.00        1     0.00     0.00  game_get_context
  0.00      0.01     0.00        1     0.00     0.00  game_init
  0.00      0.01     0.00        1     0.00     0.00  game_init_dirty_flags
  0.00      0.01     0.00        1     0.00     0.00  ht_init
  0.00      0.01     0.00        1     0.00     0.00  init
  0.00      0.01     0.00        1     0.00     0.00  init_colors
  0.00      0.01     0.00        1     0.00     0.00  init_entity_types
  0.00      0.01     0.00        1     0.00     0.00  init_skins
  0.00      0.01     0.00        1     0.00     0.00  keyboard_init
  0.00      0.01     0.00        1     0.00     0.00  ll_full
  0.00      0.01     0.00        1     0.00     0.00  ll_insert
  0.00      0.01     0.00        1     0.00     0.00  noise_free
  0.00      0.01     0.00        1     0.00     0.00  rq_init
  0.00      0.01     0.00        1     0.00    10.00  schedule_run
  0.00      0.01     0.00        1     0.00     0.00  scheduler_free
  0.00      0.01     0.00        1     0.00     0.00  scheduler_init
  0.00      0.01     0.00        1     0.00     0.00  scheduler_new_rq
  0.00      0.01     0.00        1     0.00     0.00  scheduler_new_rq_
  0.00      0.01     0.00        1     0.00     0.00  st_full
  0.00      0.01     0.00        1     0.00     0.00  st_init
  0.00      0.01     0.00        1     0.00     0.00  st_push
  0.00      0.01     0.00        1     0.00     0.00  timer_init
  0.00      0.01     0.00        1     0.00     0.00  window_mgr_free
  0.00      0.01     0.00        1     0.00     0.00  window_mgr_init
  0.00      0.01     0.00        1     0.00     0.00  world_free
  0.00      0.01     0.00        1     0.00     0.00  world_init

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2025 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 99.98% of 0.01 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.01                 main [1]
                0.00    0.01       1/1           schedule_run [3]
                0.00    0.00       1/1           init [6]
                0.00    0.00       3/3           schedule_cb [98]
                0.00    0.00       1/1           exit_state [114]
-----------------------------------------------
                0.00    0.01    7094/7094        schedule_run [3]
[2]    100.0    0.00    0.01    7094         timer_synchronize [2]
                0.01    0.00    7094/7094        timer_sleep [5]
                0.01    0.00    7094/7095        timer_to_ms [4]
                0.00    0.00   14188/14191       timer_now [11]
                0.00    0.00   14188/14188       timer_diff [12]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[3]    100.0    0.00    0.01       1         schedule_run [3]
                0.00    0.01    7094/7094        timer_synchronize [2]
                0.00    0.00    9459/9459        rq_run [16]
                0.00    0.00    7094/7094        wake_tasks [23]
-----------------------------------------------
                0.00    0.00       1/7095        timer_init [7]
                0.01    0.00    7094/7095        timer_synchronize [2]
[4]     50.0    0.01    0.00    7095         timer_to_ms [4]
-----------------------------------------------
                0.01    0.00    7094/7094        timer_synchronize [2]
[5]     50.0    0.01    0.00    7094         timer_sleep [5]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[6]      0.0    0.00    0.00       1         init [6]
                0.00    0.00       1/1           timer_init [7]
                0.00    0.00       1/1           scheduler_init [130]
                0.00    0.00       1/1           scheduler_new_rq [131]
                0.00    0.00       1/1           UI_init [109]
                0.00    0.00       1/1           keyboard_init [124]
-----------------------------------------------
                0.00    0.00       1/1           init [6]
[7]      0.0    0.00    0.00       1         timer_init [7]
                0.00    0.00       1/7095        timer_to_ms [4]
                0.00    0.00       3/14191       timer_now [11]
-----------------------------------------------
                0.00    0.00   85104/85104       keyboard_poll [25]
[8]      0.0    0.00    0.00   85104         timer_diff_millisec [8]
-----------------------------------------------
                0.00    0.00    5910/20093       player_tick [58]
                0.00    0.00   14183/20093       job_input [24]
[9]      0.0    0.00    0.00   20093         kb_down [9]
-----------------------------------------------
                0.00    0.00   16040/16040       perlin_noise_2D [27]
[10]     0.0    0.00    0.00   16040         vec2_dot [10]
-----------------------------------------------
                0.00    0.00       3/14191       timer_init [7]
                0.00    0.00   14188/14191       timer_synchronize [2]
[11]     0.0    0.00    0.00   14191         timer_now [11]
-----------------------------------------------
                0.00    0.00   14188/14188       timer_synchronize [2]
[12]     0.0    0.00    0.00   14188         timer_diff [12]
-----------------------------------------------
                0.00    0.00   14184/14184       draw_keyboard_state [52]
[13]     0.0    0.00    0.00   14184         keyid_to_string [13]
-----------------------------------------------
                0.00    0.00   12030/12030       perlin_noise_2D [27]
[14]     0.0    0.00    0.00   12030         lerp [14]
-----------------------------------------------
                0.00    0.00       5/10643       kill_all_tasks [90]
                0.00    0.00    1182/10643       game_update [56]
                0.00    0.00    9456/10643       wake_tasks [23]
[15]     0.0    0.00    0.00   10643         pq_empty [15]
-----------------------------------------------
                0.00    0.00    9459/9459        schedule_run [3]
[16]     0.0    0.00    0.00    9459         rq_run [16]
                0.00    0.00    7092/7092        job_input [24]
                0.00    0.00    2364/2367        rq_pop [41]
                0.00    0.00    1182/1182        game_update [56]
                0.00    0.00    1182/1182        job_ui [57]
                0.00    0.00       3/3           cb_exit [86]
                0.00    0.00       3/3           rq_poprm [96]
-----------------------------------------------
                0.00    0.00      74/9331        gamew_cache_get [69]
                0.00    0.00    9257/9331        game_world_getxy [26]
[17]     0.0    0.00    0.00    9331         game_cache_get [17]
-----------------------------------------------
                0.00    0.00       8/8282        _draw_square [205]
                0.00    0.00    8274/8282        draw_clock_needle [19]
[18]     0.0    0.00    0.00    8282         draw_line [18]
-----------------------------------------------
                0.00    0.00    8274/8274        draw_rt_clock [54]
[19]     0.0    0.00    0.00    8274         draw_clock_needle [19]
                0.00    0.00    8274/8282        draw_line [18]
-----------------------------------------------
                0.00    0.00    8020/8020        perlin_noise_2D [27]
[20]     0.0    0.00    0.00    8020         fade [20]
-----------------------------------------------
                0.00    0.00    7116/7116        world_getxy [36]
[21]     0.0    0.00    0.00    7116         topleft_coordinate [21]
-----------------------------------------------
                0.00    0.00       3/7097        kill_all_tasks [90]
                0.00    0.00    7094/7097        wake_tasks [23]
[22]     0.0    0.00    0.00    7097         pq_peek [22]
                0.00    0.00    7097/12291       _pq_peek [203]
-----------------------------------------------
                0.00    0.00    7094/7094        schedule_run [3]
[23]     0.0    0.00    0.00    7094         wake_tasks [23]
                0.00    0.00    9456/10643       pq_empty [15]
                0.00    0.00    7094/7097        pq_peek [22]
                0.00    0.00    2362/3779        pq_dequeue [31]
                0.00    0.00    2362/2367        rq_add [39]
-----------------------------------------------
                0.00    0.00    7092/7092        rq_run [16]
[24]     0.0    0.00    0.00    7092         job_input [24]
                0.00    0.00   14183/20093       kb_down [9]
                0.00    0.00    7092/7092        keyboard_poll [25]
                0.00    0.00       1/3           tk_kill [99]
-----------------------------------------------
                0.00    0.00    7092/7092        job_input [24]
[25]     0.0    0.00    0.00    7092         keyboard_poll [25]
                0.00    0.00   85104/85104       timer_diff_millisec [8]
-----------------------------------------------
                0.00    0.00    1182/4747        draw_uiwin [55]
                0.00    0.00    3565/4747        draw_gamewin [51]
[26]     0.0    0.00    0.00    4747         game_world_getxy [26]
                0.00    0.00    9257/9331        game_cache_get [17]
-----------------------------------------------
                0.00    0.00      10/4010        chunk_determine_type [73]
                0.00    0.00    4000/4010        chunk_populate [75]
[27]     0.0    0.00    0.00    4010         perlin_noise_2D [27]
                0.00    0.00   16040/16040       vec2_dot [10]
                0.00    0.00   12030/12030       lerp [14]
                0.00    0.00    8020/8020        fade [20]
-----------------------------------------------
                0.00    0.00    3783/3783        pq_enqueue [29]
[28]     0.0    0.00    0.00    3783         minh_insert [28]
-----------------------------------------------
                0.00    0.00       4/3783        entity_spawn [84]
                0.00    0.00    1415/3783        game_update [56]
                0.00    0.00    2364/3783        tk_sleep [42]
[29]     0.0    0.00    0.00    3783         pq_enqueue [29]
                0.00    0.00    3783/3783        minh_insert [28]
-----------------------------------------------
                0.00    0.00    3779/3779        pq_dequeue [31]
[30]     0.0    0.00    0.00    3779         minh_pop [30]
-----------------------------------------------
                0.00    0.00       2/3779        kill_all_tasks [90]
                0.00    0.00    1415/3779        game_update [56]
                0.00    0.00    2362/3779        wake_tasks [23]
[31]     0.0    0.00    0.00    3779         pq_dequeue [31]
                0.00    0.00    3779/3779        minh_pop [30]
-----------------------------------------------
                0.00    0.00      10/3595        _chunk_create [204]
                0.00    0.00    3585/3595        chunk_lookup [33]
[32]     0.0    0.00    0.00    3595         chunk_ht_hash [32]
-----------------------------------------------
                0.00    0.00      27/3585        chunk_insert [77]
                0.00    0.00    3558/3585        world_getxy [36]
[33]     0.0    0.00    0.00    3585         chunk_lookup [33]
                0.00    0.00    3585/3595        chunk_ht_hash [32]
                0.00    0.00    3585/3585        ht_lookup [35]
-----------------------------------------------
                0.00    0.00    3585/3585        ht_lookup [35]
[34]     0.0    0.00    0.00    3585         ht_entry [34]
-----------------------------------------------
                0.00    0.00    3585/3585        chunk_lookup [33]
[35]     0.0    0.00    0.00    3585         ht_lookup [35]
                0.00    0.00    3585/3585        ht_entry [34]
-----------------------------------------------
                0.00    0.00     233/3558        set_entity_facing [68]
                0.00    0.00    3325/3558        flush_world_entity_cache [115]
[36]     0.0    0.00    0.00    3558         world_getxy [36]
                0.00    0.00    7116/7116        topleft_coordinate [21]
                0.00    0.00    3558/3585        chunk_lookup [33]
                0.00    0.00       9/9           chunk_nearest [78]
                0.00    0.00       9/9           chunk_insert [77]
-----------------------------------------------
                0.00    0.00       3/3549        window_mgr_free [136]
                0.00    0.00    3546/3549        draw_main_menu [53]
[37]     0.0    0.00    0.00    3549         qu_get [37]
-----------------------------------------------
                0.00    0.00     240/2837        qu_enqueue [64]
                0.00    0.00    1182/2837        player_tick [58]
                0.00    0.00    1415/2837        qu_dequeue [46]
[38]     0.0    0.00    0.00    2837         qu_empty [38]
-----------------------------------------------
                0.00    0.00       2/2367        kill_all_tasks [90]
                0.00    0.00       3/2367        rq_create [93]
                0.00    0.00    2362/2367        wake_tasks [23]
[39]     0.0    0.00    0.00    2367         rq_add [39]
-----------------------------------------------
                0.00    0.00    2367/2367        rq_pop [41]
[40]     0.0    0.00    0.00    2367         rq_empty [40]
-----------------------------------------------
                0.00    0.00       3/2367        rq_poprm [96]
                0.00    0.00    2364/2367        rq_run [16]
[41]     0.0    0.00    0.00    2367         rq_pop [41]
                0.00    0.00    2367/2367        rq_empty [40]
-----------------------------------------------
                0.00    0.00       3/2367        create_task [87]
                0.00    0.00    1182/2367        game_update [56]
                0.00    0.00    1182/2367        job_ui [57]
[42]     0.0    0.00    0.00    2367         tk_sleep [42]
                0.00    0.00    2364/3783        pq_enqueue [29]
-----------------------------------------------
                0.00    0.00    2364/2364        draw_uiwin [55]
[43]     0.0    0.00    0.00    2364         sign_of_int [43]
-----------------------------------------------
                0.00    0.00    2364/2364        UI_loop [49]
[44]     0.0    0.00    0.00    2364         st_peek [44]
-----------------------------------------------
                0.00    0.00    2000/2000        chunk_populate [75]
[45]     0.0    0.00    0.00    2000         chunk_populate_plains [45]
-----------------------------------------------
                0.00    0.00    1415/1415        tick_entity_behaviour [47]
[46]     0.0    0.00    0.00    1415         qu_dequeue [46]
                0.00    0.00    1415/2837        qu_empty [38]
-----------------------------------------------
                0.00    0.00     233/1415        default_tick [67]
                0.00    0.00    1182/1415        player_tick [58]
[47]     0.0    0.00    0.00    1415         tick_entity_behaviour [47]
                0.00    0.00    1415/1415        qu_dequeue [46]
                0.00    0.00     466/466         game_on_screen [63]
                0.00    0.00     466/470         gamew_cache_set [62]
-----------------------------------------------
                0.00    0.00    1200/1200        chunk_populate [75]
[48]     0.0    0.00    0.00    1200         chunk_populate_mountains [48]
-----------------------------------------------
                0.00    0.00    1182/1182        job_ui [57]
[49]     0.0    0.00    0.00    1182         UI_loop [49]
                0.00    0.00    2364/2364        st_peek [44]
                0.00    0.00    1182/1182        draw_main_menu [53]
-----------------------------------------------
                0.00    0.00    1182/1182        job_ui [57]
[50]     0.0    0.00    0.00    1182         UI_update_time [50]
-----------------------------------------------
                0.00    0.00    1182/1182        draw_main_menu [53]
[51]     0.0    0.00    0.00    1182         draw_gamewin [51]
                0.00    0.00    3565/4747        game_world_getxy [26]
                0.00    0.00     240/710         game_set_dirty [60]
                0.00    0.00       1/2           game_flush_dirty [103]
-----------------------------------------------
                0.00    0.00    1182/1182        draw_uiwin [55]
[52]     0.0    0.00    0.00    1182         draw_keyboard_state [52]
                0.00    0.00   14184/14184       keyid_to_string [13]
-----------------------------------------------
                0.00    0.00    1182/1182        UI_loop [49]
[53]     0.0    0.00    0.00    1182         draw_main_menu [53]
                0.00    0.00    3546/3549        qu_get [37]
                0.00    0.00    1182/1182        draw_uiwin [55]
                0.00    0.00    1182/1182        draw_gamewin [51]
-----------------------------------------------
                0.00    0.00    1182/1182        draw_uiwin [55]
[54]     0.0    0.00    0.00    1182         draw_rt_clock [54]
                0.00    0.00    8274/8274        draw_clock_needle [19]
-----------------------------------------------
                0.00    0.00    1182/1182        draw_main_menu [53]
[55]     0.0    0.00    0.00    1182         draw_uiwin [55]
                0.00    0.00    2364/2364        sign_of_int [43]
                0.00    0.00    1182/1182        draw_rt_clock [54]
                0.00    0.00    1182/4747        game_world_getxy [26]
                0.00    0.00    1182/1182        draw_keyboard_state [52]
-----------------------------------------------
                0.00    0.00    1182/1182        rq_run [16]
[56]     0.0    0.00    0.00    1182         game_update [56]
                0.00    0.00    5194/12291       _pq_peek [203]
                0.00    0.00    1415/3779        pq_dequeue [31]
                0.00    0.00    1415/3783        pq_enqueue [29]
                0.00    0.00    1182/10643       pq_empty [15]
                0.00    0.00    1182/1182        player_tick [58]
                0.00    0.00    1182/2367        tk_sleep [42]
                0.00    0.00     233/233         default_tick [67]
-----------------------------------------------
                0.00    0.00    1182/1182        rq_run [16]
[57]     0.0    0.00    0.00    1182         job_ui [57]
                0.00    0.00    1182/1182        UI_update_time [50]
                0.00    0.00    1182/1182        UI_loop [49]
                0.00    0.00    1182/2367        tk_sleep [42]
-----------------------------------------------
                0.00    0.00    1182/1182        game_update [56]
[58]     0.0    0.00    0.00    1182         player_tick [58]
                0.00    0.00    5910/20093       kb_down [9]
                0.00    0.00    1182/2837        qu_empty [38]
                0.00    0.00    1182/1415        tick_entity_behaviour [47]
-----------------------------------------------
                0.00    0.00     800/800         chunk_populate [75]
[59]     0.0    0.00    0.00     800         chunk_populate_void [59]
-----------------------------------------------
                0.00    0.00     240/710         draw_gamewin [51]
                0.00    0.00     470/710         game_cache_set [61]
[60]     0.0    0.00    0.00     710         game_set_dirty [60]
-----------------------------------------------
                0.00    0.00     470/470         gamew_cache_set [62]
[61]     0.0    0.00    0.00     470         game_cache_set [61]
                0.00    0.00     470/710         game_set_dirty [60]
-----------------------------------------------
                0.00    0.00       4/470         entity_spawn [84]
                0.00    0.00     466/470         tick_entity_behaviour [47]
[62]     0.0    0.00    0.00     470         gamew_cache_set [62]
                0.00    0.00     470/470         game_cache_set [61]
-----------------------------------------------
                0.00    0.00     466/466         tick_entity_behaviour [47]
[63]     0.0    0.00    0.00     466         game_on_screen [63]
-----------------------------------------------
                0.00    0.00       3/240         window_mgr_add [100]
                0.00    0.00       4/240         window_insert_draw_func [85]
                0.00    0.00     233/240         default_tick [67]
[64]     0.0    0.00    0.00     240         qu_enqueue [64]
                0.00    0.00     240/240         qu_full [65]
                0.00    0.00     240/2837        qu_empty [38]
-----------------------------------------------
                0.00    0.00     240/240         qu_enqueue [64]
[65]     0.0    0.00    0.00     240         qu_full [65]
-----------------------------------------------
                0.00    0.00     233/233         default_tick [67]
[66]     0.0    0.00    0.00     233         default_find_path [66]
                0.00    0.00     233/233         set_entity_facing [68]
-----------------------------------------------
                0.00    0.00     233/233         game_update [56]
[67]     0.0    0.00    0.00     233         default_tick [67]
                0.00    0.00     233/233         default_find_path [66]
                0.00    0.00     233/1415        tick_entity_behaviour [47]
                0.00    0.00     233/240         qu_enqueue [64]
-----------------------------------------------
                0.00    0.00     233/233         default_find_path [66]
[68]     0.0    0.00    0.00     233         set_entity_facing [68]
                0.00    0.00     233/3558        world_getxy [36]
                0.00    0.00      74/74          gamew_cache_get [69]
-----------------------------------------------
                0.00    0.00      74/74          set_entity_facing [68]
[69]     0.0    0.00    0.00      74         gamew_cache_get [69]
                0.00    0.00      74/9331        game_cache_get [17]
-----------------------------------------------
                0.00    0.00      54/54          chunk_nearest [78]
[70]     0.0    0.00    0.00      54         man_dist [70]
-----------------------------------------------
                0.00    0.00      13/13          keyboard_init [124]
[71]     0.0    0.00    0.00      13         timer_never [71]
-----------------------------------------------
                0.00    0.00      10/10          chunk_get_free [74]
[72]     0.0    0.00    0.00      10         chunk_arena_next [72]
-----------------------------------------------
                0.00    0.00      10/10          _chunk_create [204]
[73]     0.0    0.00    0.00      10         chunk_determine_type [73]
                0.00    0.00      10/4010        perlin_noise_2D [27]
-----------------------------------------------
                0.00    0.00      10/10          _chunk_create [204]
[74]     0.0    0.00    0.00      10         chunk_get_free [74]
                0.00    0.00      10/10          chunk_arena_next [72]
                0.00    0.00       9/9           is_arena_full [79]
                0.00    0.00       1/1           chunk_init_arena [112]
-----------------------------------------------
                0.00    0.00      10/10          _chunk_create [204]
[75]     0.0    0.00    0.00      10         chunk_populate [75]
                0.00    0.00    4000/4010        perlin_noise_2D [27]
                0.00    0.00    2000/2000        chunk_populate_plains [45]
                0.00    0.00    1200/1200        chunk_populate_mountains [48]
                0.00    0.00     800/800         chunk_populate_void [59]
-----------------------------------------------
                0.00    0.00      10/10          _chunk_create [204]
[76]     0.0    0.00    0.00      10         ht_insert [76]
-----------------------------------------------
                0.00    0.00       9/9           world_getxy [36]
[77]     0.0    0.00    0.00       9         chunk_insert [77]
                0.00    0.00      27/3585        chunk_lookup [33]
                0.00    0.00       9/10          _chunk_create [204]
-----------------------------------------------
                0.00    0.00       9/9           world_getxy [36]
[78]     0.0    0.00    0.00       9         chunk_nearest [78]
                0.00    0.00      54/54          man_dist [70]
-----------------------------------------------
                0.00    0.00       9/9           chunk_get_free [74]
[79]     0.0    0.00    0.00       9         is_arena_full [79]
-----------------------------------------------
                0.00    0.00       8/8           init_entity_types [122]
[80]     0.0    0.00    0.00       8         create_entity_type [80]
-----------------------------------------------
                0.00    0.00       8/8           init_skins [123]
[81]     0.0    0.00    0.00       8         create_skin [81]
-----------------------------------------------
                0.00    0.00       1/8           window_mgr_init [137]
                0.00    0.00       3/8           init_window [89]
                0.00    0.00       4/8           create_default_entity_controller [83]
[82]     0.0    0.00    0.00       8         qu_init [82]
-----------------------------------------------
                0.00    0.00       4/4           entity_spawn [84]
[83]     0.0    0.00    0.00       4         create_default_entity_controller [83]
                0.00    0.00       4/8           qu_init [82]
-----------------------------------------------
                0.00    0.00       4/4           game_init [118]
[84]     0.0    0.00    0.00       4         entity_spawn [84]
                0.00    0.00       4/4           create_default_entity_controller [83]
                0.00    0.00       4/3783        pq_enqueue [29]
                0.00    0.00       4/470         gamew_cache_set [62]
-----------------------------------------------
                0.00    0.00       4/4           UI_init [109]
[85]     0.0    0.00    0.00       4         window_insert_draw_func [85]
                0.00    0.00       4/240         qu_enqueue [64]
-----------------------------------------------
                0.00    0.00       3/3           rq_run [16]
[86]     0.0    0.00    0.00       3         cb_exit [86]
                0.00    0.00       3/3           kill_all_tasks [90]
-----------------------------------------------
                0.00    0.00       3/3           rq_create [93]
[87]     0.0    0.00    0.00       3         create_task [87]
                0.00    0.00       3/2367        tk_sleep [42]
-----------------------------------------------
                0.00    0.00       3/3           window_mgr_free [136]
[88]     0.0    0.00    0.00       3         free_window [88]
-----------------------------------------------
                0.00    0.00       3/3           window_mgr_add [100]
[89]     0.0    0.00    0.00       3         init_window [89]
                0.00    0.00       3/8           qu_init [82]
-----------------------------------------------
                0.00    0.00       3/3           cb_exit [86]
[90]     0.0    0.00    0.00       3         kill_all_tasks [90]
                0.00    0.00       5/10643       pq_empty [15]
                0.00    0.00       3/7097        pq_peek [22]
                0.00    0.00       3/3           rqll_kill_all_tasks [97]
                0.00    0.00       2/3779        pq_dequeue [31]
                0.00    0.00       2/2367        rq_add [39]
